[[ 0.  0.  0.]
 [ 0.  2.  0.]]
         157320 function calls (155583 primitive calls) in 5.653 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(__init__)
        1    0.000    0.000    0.000    0.000 linecache.py:13(getline)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        3    0.000    0.000    0.000    0.000 core.py:784(__init__)
        1    0.000    0.000    0.000    0.000 xsync.py:215(struct__XSyncSystemCounter)
        1    0.000    0.000    0.000    0.000 event.py:152(EventDispatcher)
        1    0.000    0.000    0.000    0.000 lib.py:78(_TraceLibrary)
        1    0.000    0.000    0.000    0.000 __init__.py:70(c_buffer)
        1    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 clock.py:865(ClockDisplay)
        1    0.000    0.000    0.000    0.000 platform.py:388(_popen)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1683(_resource_to_zip)
        1    0.000    0.000    0.000    0.000 extras.py:1501(__init__)
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1761(register_finder)
        1    0.000    0.000    0.000    0.000 clock.py:187(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2250(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 resource.py:204(FileLocation)
        1    0.000    0.000    0.000    0.000 pickle.py:829(__init__)
        1    0.000    0.000    0.000    0.000 base.py:102(__init__)
        8    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 linecache.py:33(getlines)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 collections.py:387(Counter)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.000    0.000 base.py:8(Config)
        3    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:1587(FPSDisplay)
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 {zip}
        2    0.000    0.000    0.000    0.000 base.py:282(attach)
        1    0.000    0.000    0.000    0.000 __init__.py:110(__len__)
        1    0.000    0.000    0.000    0.000 glu_info.py:68(GLUInfo)
        4    0.000    0.000    0.000    0.000 core.py:2441(__get__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1482(EmptyProvider)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        2    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 xlib.py:2374(struct_anon_86)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 resource.py:245(URLLocation)
        2    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 base.py:28(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 core.py:2469(MaskedIterator)
        8    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 records.py:216(record)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
        6    0.000    0.000    0.000    0.000 zipfile.py:1247(__del__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 Queue.py:197(_init)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:916(ResourceManager)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 xlib.py:559(struct_anon_20)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:196(struct_anon_98)
        1    0.000    0.000    0.000    0.000 core.py:5940(__init__)
        6    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 core.py:5928(__init__)
        9    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 xinerama.py:38(struct_anon_93)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:1005(_event_text_motion)
        1    0.000    0.000    0.000    0.000 xsync.py:254(struct_anon_98)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 clock.py:184(_ScheduledIntervalItem)
        1    0.000    0.000    0.000    0.000 arrayprint.py:32(product)
        1    0.000    0.000    0.000    0.000 clock.py:171(_ClockBase)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 base.py:205(__init__)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:84(AppException)
        1    0.000    0.000    0.000    0.000 xlib.py:2502(struct__XIMStringConversionCallbackStruct)
        1    0.000    0.000    0.000    0.000 __init__.py:129(ContextException)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.000    0.000 glu.py:214(struct_GLUnurbs)
        1    0.000    0.000    0.000    0.000 xlib.py:1853(struct_anon_65)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1454(DefaultProvider)
        1    0.000    0.000    0.000    0.000 string_escape.py:10(Codec)
        1    0.000    0.000    0.000    0.000 core.py:7187(_convert2ma)
        1    0.000    0.000    0.000    0.000 xlib.py:546(struct_anon_19)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 __init__.py:1725(Platform)
        1    0.000    0.000    0.000    0.000 xlib.py:4903(struct_anon_103)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 xlib.py:4941(struct_anon_104)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 xlib.py:852(struct_anon_28)
        1    0.000    0.000    0.000    0.000 glx.py:171(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 xlib.py:893(struct_anon_31)
        1    0.000    0.000    0.000    0.000 xlib.py:4892(struct__XRegion)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 clock.py:710(get_default)
        1    0.000    0.000    0.000    0.000 glx.py:493(struct_anon_111)
        1    0.000    0.000    0.000    0.000 glu.py:237(struct_GLUtesselator)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:900(ExtractionError)
        2    0.000    0.000    0.000    0.000 core.py:796(__init__)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 xlib.py:665(struct_anon_23)
        1    0.000    0.000    0.000    0.000 xlib.py:170(XlibScreen)
        1    0.000    0.000    0.000    0.000 core.py:2399(_arraymethod)
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 {cv2.destroyAllWindows}
        1    0.000    0.000    0.000    0.000 lib.py:75(c_void)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 UserDict.py:17(__len__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        2    0.000    0.000    0.000    0.000 index_tricks.py:627(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 numeric.py:2639(errstate)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:340(RClass)
        1    0.000    0.000    0.000    0.000 npyio.py:90(BagObj)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:200(UnknownExtra)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 xlib.py:1077(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 xlib.py:257(XlibCanvas)
        1    0.000    0.000    0.000    0.000 xlib.py:20(XlibConfig)
       17    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
        1    0.000    0.000    0.000    0.000 xlib.py:1646(struct_anon_56)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 resource.py:717(_DefaultLoader)
        1    0.000    0.000    0.000    0.000 xlib.py:833(struct_anon_27)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.040    0.040 _perlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:102(XlibException)
        1    0.000    0.000    0.000    0.000 xlib.py:1360(struct_anon_44)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:191(ImageMouseCursor)
        1    0.000    0.000    0.001    0.001 _simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 xlib.py:2461(struct_anon_89)
        1    0.000    0.000    0.000    0.000 xlib.py:867(struct_anon_29)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_MainThread)
        1    0.000    0.000    0.000    0.000 xlib.py:1291(struct_anon_41)
        1    0.000    0.000    0.000    0.000 xlib.py:995(struct_anon_36)
        1    0.000    0.000    0.000    0.000 utils.py:1368(WarningMessage)
       51    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1689(FileMetadata)
        1    0.000    0.000    0.000    0.000 xlib.py:1900(struct_anon_67)
        1    0.000    0.000    0.000    0.000 xlib.py:2197(struct__XOM)
        1    0.000    0.000    0.000    0.000 xlib.py:2556(struct__XIMStatusDrawCallbackStruct)
        1    0.000    0.000    0.000    0.000 xlib.py:1723(struct_anon_59)
        1    0.000    0.000    0.000    0.000 xsync.py:243(struct_anon_97)
        1    0.000    0.000    0.000    0.000 core.py:751(_DomainTan)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 key.py:66(KeyStateHandler)
        1    0.000    0.000    0.000    0.000 index_tricks.py:510(ndindex)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2616(Requirement)
        1    0.000    0.000    0.000    0.000 lib.py:62(_TraceFunction)
        1    0.000    0.000    0.000    0.000 xlib.py:912(struct_anon_32)
        1    0.000    0.000    0.000    0.000 threading.py:589(clear)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 xlib.py:1248(struct_anon_40)
        1    0.000    0.000    0.000    0.000 xlib.py:1625(struct_anon_55)
        1    0.000    0.000    0.000    0.000 threading.py:131(__init__)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 xlib.py:4844(struct_anon_101)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:590(struct_anon_107)
        2    0.000    0.000    0.000    0.000 threading.py:237(_is_owned)
        1    0.000    0.000    0.000    0.000 core.py:782(_DomainGreater)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 xinerama.py:29(c_void)
        1    0.000    0.000    0.000    0.000 glx.py:146(struct___GLXcontextRec)
        1    0.000    0.000    0.000    0.000 xlib.py:766(struct_funcs)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:211(register_loader_type)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:386(IResourceProvider)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
       10    0.000    0.000    0.000    0.000 gl_info.py:171(get_renderer)
        1    0.000    0.000    0.000    0.000 core.py:805(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 xlib.py:2406(struct__XIMText)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 glx.py:153(struct___GLXcontextRec)
        1    0.000    0.000    0.000    0.000 mouse.py:36(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        1    0.000    0.000    0.000    0.000 glu.py:207(struct_GLUnurbs)
        1    0.000    0.000    0.000    0.000 core.py:883(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:140(WindowException)
        1    0.000    0.000    0.000    0.000 extras.py:1419(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        2    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 xlib.py:190(BaseXlibContext)
        1    0.000    0.000    0.000    0.000 xlib.py:718(struct_anon_24)
        1    0.000    0.000    0.000    0.000 xlib.py:1842(struct_anon_64)
        2    0.000    0.000    0.000    0.000 __init__.py:1714(get_platform)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1423(_get)
        1    0.000    0.000    0.000    0.000 random.py:800(SystemRandom)
        1    0.000    0.000    0.000    0.000 gl_info.py:109(remove_active_context)
        1    0.000    0.000    0.000    0.000 zipfile.py:24(LargeZipFile)
        1    0.000    0.000    0.000    0.000 xlib.py:1431(struct_anon_47)
        1    0.000    0.000    0.000    0.000 xlib.py:628(struct_anon_22)
        1    0.000    0.000    0.000    0.000 xlib.py:1481(struct_anon_49)
        1    0.000    0.000    0.000    0.000 core.py:5982(_frommethod)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 xlib.py:2577(struct__XIMHotKeyTrigger)
        1    0.000    0.000    0.000    0.000 event.py:147(EventException)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 resource.py:181(Location)
        1    0.000    0.000    0.000    0.000 xlib.py:2301(struct_anon_84)
        1    0.000    0.000    0.000    0.000 core.py:5871(_extrema_operation)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:362(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 xlib.py:2590(struct__XIMHotKeyTriggers)
        1    0.000    0.000    0.000    0.000 xlib.py:412(struct__XExtData)
        1    0.000    0.000    0.000    0.000 base.py:19(PlatformEventLoop)
        1    0.000    0.000    0.000    0.000 xlib.py:1702(struct_anon_58)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7131(struct__cl_event)
        1    0.000    0.000    0.000    0.000 xlib.py:2167(struct_anon_77)
        1    0.000    0.000    0.000    0.000 resource.py:219(ZIPLocation)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 xlib.py:2087(struct_anon_73)
        1    0.000    0.000    0.000    0.000 xsync.py:123(struct__XSyncValue)
        1    0.000    0.000    0.000    0.000 base.py:83(Screen)
        1    0.000    0.000    0.000    0.000 lib.py:290(LinuxLibraryLoader)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1744(EggMetadata)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 core.py:5938(_maximum_operation)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 xlib.py:1132(struct_anon_37)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1798(find_nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:64(mwmhints_t)
        1    0.000    0.000    0.000    0.000 clock.py:448(set_fps_limit)
        4    0.000    0.000    0.000    0.000 __init__.py:838(<lambda>)
        1    0.000    0.000    0.000    0.000 xlib.py:74(NotificationDevice)
        1    0.000    0.000    0.000    0.000 core.py:767(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 xlib.py:1056(struct__XPrivate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:85(nd_grid)
        1    0.000    0.000    0.000    0.000 xlib.py:1980(struct__XEvent)
        1    0.000    0.000    0.000    0.000 xlib.py:969(struct_anon_35)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:29(c_void)
        3    0.000    0.000    0.000    0.000 core.py:737(__init__)
        1    0.000    0.000    0.000    0.000 xlib.py:2290(struct_anon_83)
        1    0.000    0.000    0.000    0.000 utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:729(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 xsync.py:228(struct_anon_96)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 xlib.py:29(c_void)
        1    0.000    0.000    0.000    0.000 base.py:165(CanvasConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:103(struct_anon_94)
        1    0.000    0.000    0.000    0.000 index_tricks.py:461(ndenumerate)
        1    0.000    0.000    0.000    0.000 event.py:48(WindowExitHandler)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:147(struct_anon_96)
        1    0.000    0.000    0.000    0.000 xlib.py:2242(struct_anon_79)
        1    0.000    0.000    0.000    0.000 xlib.py:812(struct_anon_26)
        1    0.000    0.000    0.000    0.000 xsync.py:323(struct_anon_101)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
        1    0.000    0.000    0.000    0.000 resource.py:98(ResourceNotFoundException)
        1    0.000    0.000    0.000    0.000 __init__.py:87(WeakSet)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:125(get_supported_platform)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        1    0.000    0.000    0.000    0.000 xlib.py:1333(struct_anon_43)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        3    0.000    0.000    0.000    0.000 arrayprint.py:661(__init__)
        1    0.000    0.000    0.000    0.000 xlib.py:111(is_complete)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 string_escape.py:15(IncrementalEncoder)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1851(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 xlib.py:1938(struct_anon_69)
        1    0.000    0.000    0.000    0.000 xlib.py:1502(struct_anon_50)
        1    0.000    0.000    0.000    0.000 clock.py:177(_ScheduledItem)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 __init__.py:163(MouseCursor)
        1    0.000    0.000    0.000    0.000 xlib.py:523(struct_anon_18)
        1    0.000    0.000    0.000    0.000 xlib.py:427(struct_anon_15)
        1    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 xlib.py:4738(struct_anon_97)
        1    0.000    0.000    0.000    0.000 xlib.py:1049(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 base.py:93(stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 __init__.py:132(ConfigException)
        1    0.000    0.000    0.000    0.000 xlib.py:2126(struct_anon_74)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 string_escape.py:19(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 xlib.py:1063(struct__XPrivate)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 xlib.py:2329(struct__XIC)
        1    0.000    0.000    0.000    0.000 base.py:269(ScreenMode)
        1    0.000    0.000    0.000    0.000 xlib.py:1767(struct_anon_61)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 xlib.py:2212(struct__XOC)
        1    0.000    0.000    0.000    0.000 core.py:5926(_minimum_operation)
        1    0.000    0.000    0.000    0.000 xlib.py:1794(struct_anon_62)
        1    0.000    0.000    0.000    0.000 xlib.py:987(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 xlib.py:2454(struct__XIMStringConversionText)
        1    0.000    0.000    0.000    0.000 glext_arb.py:7100(struct__cl_event)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 __init__.py:343(_ModuleProxy)
        1    0.000    0.000    0.000    0.000 xlib.py:746(struct__XImage)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 glext_arb.py:7093(struct__cl_context)
        1    0.000    0.000    0.000    0.000 glx.py:164(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 xlib.py:4519(struct__XrmHashBucketRec)
        6    0.000    0.000    0.000    0.000 __init__.py:249(_ViewEventHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:208(_choose_darwin_platform)
        1    0.000    0.000    0.000    0.000 xlib.py:2152(struct_anon_76)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:616(struct_anon_109)
        1    0.000    0.000    0.000    0.000 xlib.py:980(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 xlib.py:2076(struct_anon_72)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 xlib.py:878(struct_anon_30)
        1    0.000    0.000    0.000    0.000 xlib.py:2204(struct__XOM)
        1    0.000    0.000    0.000    0.000 xlib.py:1569(struct_anon_53)
        1    0.000    0.000    0.000    0.000 glx.py:526(struct___GLXEvent)
        1    0.000    0.000    0.000    0.000 base.py:204(ObjectSpace)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 xlib.py:20(NoSuchDisplayException)
        1    0.000    0.000    0.000    0.000 xlib.py:248(XlibScreenMode)
        1    0.000    0.000    0.000    0.000 utils.py:1588(IgnoreException)
        1    0.000    0.000    0.000    0.000 xlib.py:2219(struct__XOC)
        1    0.000    0.000    0.000    0.000 __init__.py:154(NoSuchScreenModeException)
        1    0.000    0.000    0.000    0.000 xlib.py:2604(struct_anon_94)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 xlib.py:515(struct__XGC)
        1    0.000    0.000    0.000    0.000 xlib.py:4874(struct__XComposeStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 xlib.py:4643(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 xlib.py:1314(struct_anon_42)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:313(struct_anon_106)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:303(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 xlib.py:2057(struct_anon_71)
        1    0.000    0.000    0.000    0.000 xlib.py:4863(struct_anon_102)
        1    0.000    0.000    0.000    0.000 xlib.py:4631(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 xlib.py:2227(struct__XOC)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        1    0.000    0.000    0.000    0.000 xlib.py:1957(struct_anon_70)
        1    0.000    0.000    0.000    0.000 numeric.py:2635(_unspecified)
        1    0.000    0.000    0.000    0.000 index_tricks.py:439(CClass)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 xlib.py:1171(struct_anon_38)
        1    0.000    0.000    0.000    0.000 __init__.py:159(MouseCursorException)
        1    0.000    0.000    0.000    0.000 xlib.py:2234(struct__XOC)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:296(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 base.py:289(detach)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
